Rank,City,State,Population.2017,Census.2010,Change,Land.Area.2016.sqmi,Land.Area.2016.km2,Population.Density.2016.sqmi,Population.Density.2016.km2,Location.Lon,Location.Lat,Climate.URL,key,city.x,state.x,high.jan,high.feb,high.mar,high.apr,high.may,high.jun,high.jul,high.aug,high.sep,high.oct,high.nov,high.dec,low.jan,low.feb,low.mar,low.apr,low.may,low.jun,low.jul,low.aug,low.sep,low.oct,low.nov,low.dec,avg.precip.jan,avg.precip.feb,avg.precip.mar,avg.precip.apr,avg.precip.may,avg.precip.jun,avg.precip.jul,avg.precip.aug,avg.precip.sep,avg.precip.oct,avg.precip.nov,avg.precip.dec,days.precip.jan,days.precip.feb,days.precip.mar,days.precip.apr,days.precip.may,days.precip.jun,days.precip.jul,days.precip.aug,days.precip.sep,days.precip.oct,days.precip.nov,days.precip.dec,hours.sun.jan,hours.sun.feb,hours.sun.mar,hours.sun.apr,hours.sun.may,hours.sun.jun,hours.sun.jul,hours.sun.aug,hours.sun.sep,hours.sun.oct,hours.sun.nov,hours.sun.dec,snow.jan,snow.feb,snow.mar,snow.apr,snow.may,snow.jun,snow.jul,snow.aug,snow.sep,snow.oct,snow.nov,snow.dec,city.y,state.y,annual.high,annual.low,avg.tmp,avg.annual.precip,annual.days.precip,annual.hours.sunshine,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families
257,Westminster,Colorado,112812,106114,0.0631,31.7,82.1,3592,1387,39.8822N,105.0644W,https://www.usclimatedata.com/climate/denver/colorado/united-states/usco0105,"Denver, Colorado",Denver,Colorado,44,46,54,61,71,81,88,86,77,65,52,43,17,20,26,34,44,53,59,57,47,36,25,17,0.47,0.47,1.26,1.73,2.28,1.69,2.05,2.05,1.06,1.06,0.83,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,11,7,1,0,0,0,1,4,9,9,Denver,Colorado,64,36.3,50.15,15.54,NA,NA,NA,CO,37,51,32,36.3,1,0.57,0.46
258,Elgin,Illinois,112456,108188,0.0394,37.4,96.9,2998,1158,42.0396N,88.3217W,https://www.usclimatedata.com/climate/elgin/illinois/united-states/usil0360,"Elgin, Illinois",Elgin,Illinois,30,34,46,59,70,80,84,82,75,63,48,34,13,17,26,37,48,58,63,61,52,40,30,18,1.85,1.54,2.28,3.7,4.21,3.98,3.82,4.8,3.39,2.91,3.15,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,3,1,0,0,0,0,0,0,1,9,Elgin,Illinois,58.8,38.6,48.7,37.8,NA,NA,NA,IL,41,49,29,33.6,1,0.55,0.53
259,Antioch,California,111674,102372,0.0909,29.4,76.1,3772,1456,37.9791N,121.7962W,https://www.usclimatedata.com/climate/antioch/california/united-states/usca0034,"Antioch, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,39,41,0,35.2,1,0.53,0.48
260,Palm Bay,Florida,111657,103190,0.0821,65.7,170.2,1676,647,27.9856N,80.6626W,https://www.usclimatedata.com/climate/orlando/florida/united-states/usfl1021,"Orlando, Florida",Orlando,Florida,71,73,77,82,88,91,92,92,89,84,78,72,50,53,57,62,68,73,76,76,74,68,60,54,2.76,2.83,3.78,2.48,3.31,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09,7.83,6.02,3.31,2.4,2.64,NA,NA,NA,NA,NA,NA,Orlando,Florida,82.4,64.3,73.35,53.19,NA,NA,NA,FL,13,37,0,40.8,0.9,0.55,0.4
261,High Point,North Carolina,111513,104371,0.0684,55.2,143,2015,778,35.9900N,79.9905W,https://www.usclimatedata.com/climate/high-point/north-carolina/united-states/usnc0314,"High Point, North Carolina",High Point,North Carolina,51,56,64,74,80,87,90,88,82,73,63,53,30,33,39,48,56,65,68,67,61,49,40,33,3.7,3.66,4.13,3.9,3.46,4.06,4.53,4.45,4.06,3.35,3.43,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,High Point,North Carolina,71.8,49.1,60.45,46.16,NA,NA,NA,NC,26,28,0,36.1,0.9,0.51,0.48
262,Lowell,Massachusetts,111346,106519,0.0453,13.6,35.2,8129,3139,42.6390N,71.3211W,https://www.usclimatedata.com/climate/lowell/massachusetts/united-states/usma0223,"Lowell, Massachusetts",Lowell,Massachusetts,33,37,46,59,70,79,84,83,74,62,51,39,14,17,24,34,44,54,60,58,50,38,30,21,3.43,2.99,4.21,4.13,3.86,4.17,3.82,3.82,3.78,4.45,4.37,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,9,2,0,0,0,0,0,0,2,11,Lowell,Massachusetts,59.8,37,48.4,47.01,NA,NA,NA,MA,64,44,37,32.9,1,0.42,0.47
263,Manchester,New Hampshire,111196,109565,0.0149,33.1,85.7,3339,1289,42.9849N,71.4441W,https://www.usclimatedata.com/climate/manchester/new-hampshire/united-states/usnh0361,"Manchester, New Hampshire",Manchester,New Hampshire,33,37,45,57,69,77,82,80,73,61,50,38,12,16,24,36,46,56,60,59,51,39,31,20,2.72,2.72,2.99,3.62,3.82,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,3.66,3.39,4.09,3.82,3.27,NA,NA,NA,NA,NA,NA,Manchester,New Hampshire,58.5,37.5,48,41.97,NA,NA,NA,NH,48,39,0,36.6,1,0.47,0.44
264,Pueblo,Colorado,111127,106595,0.0425,53.6,138.8,2058,795,38.2699N,104.6123W,https://www.usclimatedata.com/climate/pueblo/colorado/united-states/usco0323,"Pueblo, Colorado",Pueblo,Colorado,48,50,59,67,77,87,93,90,82,70,57,47,18,20,29,36,46,56,62,60,51,38,27,19,0.35,0.31,0.91,1.46,1.65,1.38,2.01,2.4,0.87,0.75,0.55,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,0,0,0,0,0,1,3,4,Pueblo,Colorado,68.9,38.5,53.7,12.99,NA,NA,NA,CO,38,46,0,37.3,1,0.49,0.44
265,Gresham,Oregon,111053,105594,0.0517,23.3,60.3,4786,1848,45.5023N,122.4416W,https://www.usclimatedata.com/climate/portland/oregon/united-states/usor0275,"Portland, Oregon",Portland,Oregon,47,51,57,61,68,74,81,81,76,64,53,46,36,36,40,43,49,54,58,58,53,46,40,35,4.88,3.66,3.66,2.72,2.48,1.69,0.67,0.67,1.46,2.99,5.63,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,1,Portland,Oregon,63.3,45.7,54.5,35.98,NA,NA,NA,OR,43,63,41,35.2,1,0.52,0.49
266,North Charleston,South Carolina,110861,97471,0.1374,73.7,190.9,1483,573,32.9178N,80.0650W,https://www.usclimatedata.com/climate/charleston-afb/south-carolina/united-states/ussc0052,"Charleston Afb, South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC,26,38,0,32.2,1,0.43,0.47
267,Ventura,California,110790,106433,0.0409,21.8,56.5,5027,1941,34.2678N,119.2542W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,0,0,0,0,0,0,0
268,Inglewood,California,110598,109673,0.0084,9.1,23.6,12160,4700,33.9561N,118.3443W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,69,50,50,34,0.9,0.41,0.48
269,Pompano Beach,Florida,110473,99845,0.1064,24,62.2,4558,1760,26.2416N,80.1339W,https://www.usclimatedata.com/climate/pompano-beach/florida/united-states/usfl0412,"Pompano Beach, Florida",Pompano Beach,Florida,76,77,80,83,87,90,92,92,91,87,82,78,58,58,62,66,71,74,75,75,74,71,66,61,2.8,2.76,2.99,3.39,5.75,7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,6.93,7.01,5.75,4.25,2.44,NA,NA,NA,NA,NA,NA,Pompano Beach,Florida,84.6,67.6,76.1,57.33,NA,NA,NA,FL,47,53,34,41.7,1.1,0.46,0.37
270,Centennial,Colorado,110250,100377,0.0984,29.5,76.4,3727,1439,39.5906N,104.8691W,https://www.usclimatedata.com/climate/denver/colorado/united-states/usco0105,"Denver, Colorado",Denver,Colorado,44,46,54,61,71,81,88,86,77,65,52,43,17,20,26,34,44,53,59,57,47,36,25,17,0.47,0.47,1.26,1.73,2.28,1.69,2.05,2.05,1.06,1.06,0.83,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,11,7,1,0,0,0,1,4,9,9,Denver,Colorado,64,36.3,50.15,15.54,NA,NA,NA,CO,38,44,25,41.3,1,0.65,0.43
271,West Palm Beach,Florida,110222,99919,0.1031,55.1,142.7,1963,758,26.7464N,80.1251W,https://www.usclimatedata.com/climate/west-palm-beach/florida/united-states/usfl0512,"West Palm Beach, Florida",West Palm Beach,Florida,75,76,79,82,86,88,90,90,88,85,80,76,57,59,62,66,71,74,76,76,75,72,65,60,3.15,2.83,4.61,3.66,4.53,8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,7.95,8.35,5.12,4.76,3.39,NA,NA,NA,NA,NA,NA,West Palm Beach,Florida,82.9,67.8,75.35,62.41,NA,NA,NA,FL,42,48,0,39.6,0.9,0.44,0.37
272,Everett,Washington,110079,103019,0.0685,33.3,86.2,3275,1264,47.9566N,122.1914W,https://www.usclimatedata.com/climate/everett/washington/united-states/uswa0647,"Everett, Washington",Everett,Washington,46,48,52,56,62,66,71,72,67,58,49,44,37,37,40,42,47,51,55,55,52,45,40,35,4.09,3.35,3.39,2.6,2.28,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,1.06,1.69,3.27,6.14,5.24,NA,NA,NA,NA,NA,NA,Everett,Washington,57.6,44.7,51.15,36.1,NA,NA,NA,WA,48,53,38,35.2,1.1,0.47,0.47
273,Richmond,California,110040,103701,0.0611,30.1,78,3648,1409,37.9523N,122.3606W,https://www.usclimatedata.com/climate/richmond/california/united-states/usca2087,"Richmond, California",Richmond,California,57,61,64,67,69,71,71,72,74,72,64,58,43,46,47,49,52,55,56,56,56,54,48,44,4.84,4.8,3.39,1.46,0.75,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.16,1.46,3.23,4.61,NA,NA,NA,NA,NA,NA,Richmond,California,66.7,50.5,58.6,24.98,NA,NA,NA,CA,56,50,43,35.8,0.9,0.47,0.46
274,Clovis,California,109691,95631,0.147,24.2,62.7,4404,1700,36.8282N,119.6849W,https://www.usclimatedata.com/climate/fresno/california/united-states/usca2234,"Fresno, California",Fresno,California,56,63,68,75,84,92,96,96,91,80,66,56,38,42,45,49,55,61,66,65,61,53,43,38,2.28,2.01,2.48,1.02,0.55,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.31,0.67,1.18,2.01,NA,NA,NA,NA,NA,NA,Fresno,California,76.9,51.3,64.1,12.83,NA,NA,NA,CA,39,49,0,34.2,1,0.55,0.51
275,Billings,Montana,109642,104170,0.0525,43.7,113.2,2525,975,45.7885N,108.5499W,https://www.usclimatedata.com/climate/billings/montana/united-states/usmt0031,"Billings, Montana",Billings,Montana,36,40,49,58,67,77,87,86,73,59,45,35,18,21,27,35,44,52,59,57,47,37,26,18,0.47,0.47,1.06,1.65,2.17,2.13,1.34,0.75,1.3,1.18,0.63,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,10,8,2,0,0,0,1,4,7,8,Billings,Montana,59.3,36.8,48.05,13.66,NA,NA,NA,MT,35,43,0,36.9,0.9,0.55,0.45
276,Waterbury,Connecticut,108629,110366,-0.0157,28.5,73.8,3799,1467,41.5585N,73.0367W,https://www.usclimatedata.com/climate/denver/colorado/united-states/usco0105,"Denver, Colorado",Denver,Colorado,44,46,54,61,71,81,88,86,77,65,52,43,17,20,26,34,44,53,59,57,47,36,25,17,0.47,0.47,1.26,1.73,2.28,1.69,2.05,2.05,1.06,1.06,0.83,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,11,7,1,0,0,0,1,4,9,9,Denver,Colorado,64,36.3,50.15,15.54,NA,NA,NA,CT,48,25,0,34.7,0.9,0.42,0.47
277,Broken Arrow,Oklahoma,108303,98850,0.0956,61.7,159.8,1741,672,36.0365N,95.7810W,https://www.usclimatedata.com/climate/tulsa/oklahoma/united-states/usok0537,"Tulsa, Oklahoma",Tulsa,Oklahoma,48,53,62,72,79,87,93,93,84,73,61,49,28,31,40,49,59,68,73,71,62,51,40,30,1.65,1.85,3.31,3.78,5.87,4.72,3.35,2.91,4.25,3.94,2.8,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,0,0,0,0,0,0,1,2,Tulsa,Oklahoma,71.2,50.2,60.7,40.91,NA,NA,NA,OK,22,32,10,36.8,1,0.63,0.46
278,Lakeland,Florida,108054,97422,0.1091,65.9,170.7,1615,624,28.0555N,81.9549W,https://www.usclimatedata.com/climate/lakeland/florida/united-states/usfl0267,"Lakeland, Florida",Lakeland,Florida,74,76,82,86,91,94,95,94,92,87,80,75,51,52,56,60,67,72,73,74,73,66,59,53,2.44,2.72,3.39,2.05,3.82,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52,7.32,6.34,2.28,2.13,2.13,NA,NA,NA,NA,NA,NA,Lakeland,Florida,85.5,63,74.25,49.15,NA,NA,NA,FL,36,46,0,40.3,0.9,0.51,0.37
279,West Covina,California,107598,106098,0.0141,16,41.4,6740,2600,34.0559N,117.9099W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,45,35,0,37.2,1,0.54,0.41
280,Boulder,Colorado,107125,97385,0.1,24.8,64.2,4358,1683,40.0270N,105.2519W,https://www.usclimatedata.com/climate/boulder/colorado/united-states/usco0456,"Boulder, Colorado",Boulder,Colorado,47,48,56,63,72,82,88,85,78,66,54,45,22,23,29,36,44,51,57,56,48,38,29,21,0.75,0.83,2.2,2.87,2.8,2.2,1.77,1.85,1.69,1.54,1.22,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,18,12,1,0,0,0,1,6,14,14,Boulder,Colorado,65.3,37.8,51.55,20.66,NA,NA,NA,CO,58,86,50,28.7,1.1,0.36,0.44
281,Daly City,California,107074,101123,0.0588,7.6,19.7,14009,5409,37.7009N,122.4650W,https://www.usclimatedata.com/climate/san-francisco/california/united-states/usca0987,"San Francisco, California",San Francisco,California,57,60,62,63,64,66,67,68,70,69,63,57,46,47,49,49,51,53,54,55,55,54,50,46,4.49,4.45,3.27,1.46,0.71,0.16,1,1,1,4,7,10,11,11,10,6,4,2,300,272,267,243,189,156,165,182,251,281,314,330,NA,NA,NA,NA,NA,NA,0,0.08,0.2,1.1,3.15,4.57,NA,NA,NA,NA,NA,NA,San Francisco,California,63.8,50.8,57.3,23.64,NA,2950,NA,CA,63,33,0,38.8,1,0.53,0.36
282,Santa Maria,California,107014,99553,0.0749,22.8,59.1,4662,1800,34.9332N,120.4438W,https://www.usclimatedata.com/climate/santa-maria/california/united-states/usca1023,"Santa Maria, California",Santa Maria,California,63,64,65,67,69,70,73,73,74,73,69,63,40,42,43,44,47,51,54,54,53,49,43,39,2.76,2.99,2.64,0.98,0.31,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.16,0.59,1.34,2.13,NA,NA,NA,NA,NA,NA,Santa Maria,California,68.6,46.6,57.6,14.02,NA,NA,NA,CA,51,51,0,29.4,1,0.53,0.57
283,Hillsboro,Oregon,106894,91611,0.1668,25,64.7,4207,1624,45.5280N,122.9357W,https://www.usclimatedata.com/climate/hillsboro/oregon/united-states/usor0160,"Hillsboro, Oregon",Hillsboro,Oregon,46,51,56,62,68,73,80,81,76,65,52,46,35,37,39,42,46,51,55,54,49,43,39,36,5.75,4.72,3.94,2.44,1.89,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.91,1.54,2.68,5.91,6.34,NA,NA,NA,NA,NA,NA,Hillsboro,Oregon,63,43.8,53.4,38.17,NA,NA,NA,OR,45,71,38,34,1,0.58,0.5
284,Sandy Springs,Georgia,106739,93853,0.1373,37.7,97.6,2804,1083,33.9315N,84.3687W,https://www.usclimatedata.com/climate/atlanta/georgia/united-states/usga1761,"Atlanta, Georgia",Atlanta,Georgia,52,57,64,72,81,86,90,88,82,73,64,54,34,37,45,52,61,68,72,72,64,54,43,36,4.21,4.69,4.8,3.35,3.66,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,3.9,4.49,3.43,4.09,3.9,NA,NA,NA,NA,NA,NA,Atlanta,Georgia,71.9,53.2,62.55,49.74,NA,NA,NA,GA,27,17,28,35.7,0.9,0.51,0.44
285,Norwalk,California,106084,105549,0.0051,9.7,25.1,10946,4226,33.9076N,118.0835W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,58,50,43,34.9,1,0.51,0.42
286,Jurupa Valley,California,106028,0,0,42.9,111.1,2414,932,34.0026N,117.4676W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,0,0,0,31.5,1,0.51,0.48
287,Lewisville,Texas,106021,95290,0.1126,36.7,95.1,2852,1101,33.0466N,96.9818W,https://www.usclimatedata.com/climate/dallas/texas/united-states/ustx1575,"Dallas, Texas",Dallas,Texas,57,61,69,77,84,91,95,96,89,80,68,58,30,35,42,51,60,67,71,71,64,52,43,32,2.32,2.99,3.7,3.43,4.61,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.13,3.35,4.88,3.31,2.8,NA,NA,NA,NA,NA,NA,Dallas,Texas,77.1,51.5,64.3,40.97,NA,NA,NA,TX,37,36,0,32.3,1,0.52,0.55
288,Greeley,Colorado,105448,92889,0.1352,47.8,123.8,2176,840,40.4153N,104.7697W,https://www.usclimatedata.com/climate/greeley/colorado/united-states/usco0170,"Greeley, Colorado",Greeley,Colorado,46,50,60,68,77,87,94,91,83,70,55,45,17,20,28,35,45,53,59,57,48,36,25,17,0.47,0.39,1.1,1.81,2.4,1.93,1.69,1.46,1.1,1.02,0.75,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,8,5,1,0,0,0,1,3,7,6,Greeley,Colorado,68.8,36.7,52.75,14.67,NA,NA,NA,CO,40,49,0,30.7,1,0.51,0.49
289,Davie,Florida,105149,91992,0.143,34.9,90.4,2919,1127,26.0791N,80.2850W,https://www.usclimatedata.com/climate/hollywood/florida/united-states/usfl0772,"Hollywood, Florida",Hollywood,Florida,76,77,79,81,84,88,89,90,88,85,81,77,58,60,63,67,71,75,76,76,76,73,67,61,2.68,3.35,3.74,3.19,5.35,9.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,8.23,9.13,6.34,3.43,2.44,NA,NA,NA,NA,NA,NA,Hollywood,Florida,82.9,68.6,75.75,64.37,NA,NA,NA,FL,29,44,16,37.6,1,0.5,0.47
290,Green Bay,Wisconsin,105116,104057,0.0102,45.4,117.6,2316,894,44.5207N,87.9842W,https://www.usclimatedata.com/climate/green-bay/wisconsin/united-states/uswi0288,"Green Bay, Wisconsin",Green Bay,Wisconsin,24,28,39,54,66,75,80,78,70,57,42,29,9,12,22,34,44,54,58,57,49,38,27,14,1.14,1.1,1.85,2.64,2.91,3.9,3.5,3.39,3.03,2.44,2.13,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,3,0,0,0,0,0,0,4,13,Green Bay,Wisconsin,53.5,34.8,44.15,29.53,NA,NA,NA,WI,41,47,28,34,1,0.48,0.5
291,Tyler,Texas,104991,96900,0.0835,56.6,146.6,1852,715,32.3173N,95.3059W,https://www.usclimatedata.com/climate/tyler/texas/united-states/ustx1383,"Tyler, Texas",Tyler,Texas,58,63,71,78,84,89,93,94,88,78,68,58,36,40,47,53,62,68,71,71,64,55,46,38,3.43,4.13,4.17,3.11,4.41,5.16,2.76,2.68,3.03,4.92,4.37,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,Tyler,Texas,76.8,54.3,65.55,46.66,NA,NA,NA,TX,35,34,0,33.1,0.9,0.51,0.44
292,League City,Texas,104903,83560,0.2554,51.2,132.6,1992,769,29.4901N,95.1091W,https://www.usclimatedata.com/climate/houston/texas/united-states/ustx0617,"Houston, Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,21,34,0,35.4,1,0.63,0.53
293,Burbank,California,104834,103340,0.0145,17.4,45.1,6003,2318,34.1901N,118.3264W,https://www.usclimatedata.com/climate/burbank/california/united-states/usca1382,"Burbank, California",Burbank,California,68,68,70,73,76,80,87,88,86,80,73,67,42,44,46,50,55,58,62,62,60,54,46,41,3.54,4.49,2.95,1.1,0.35,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0.24,0.98,1.06,2.4,NA,NA,NA,NA,NA,NA,Burbank,California,76.3,51.7,64,17.35,NA,NA,NA,CA,69,59,39,39.3,0.9,0.54,0.42
