City.x,State.x,Population.2017,Change,Land.Area.2016.sqmi,Population.Density.2016.sqmi,key,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families,cost.of.living,crime,jan.avg,feb.avg,mar.avg,apr.avg,may.avg,jun.avg,jul.avg,aug.avg,sep.avg,oct.avg,nov.avg,dec.avg,jan.precip,feb.precip,mar.precip,apr.precip,may.precip,jun.precip,jul.precip,aug.precip,sep.precip,oct.precip,nov.precip,dec.precip,air.quality,City.y,State.y,Concert.Count
New York,New York,8622698,0.0547,301.5,28317,"New York, New York",NA,NY,89,68,85,35.9,0.9,0.46,0.44,166,1987,27,26,32,44,54,63,70,68,62,52,39,35,4.3,4.2,3.4,2.9,5.6,5.9,4.9,2.9,3,3.7,3.2,4.7,53,New York,New York,8
Los Angeles,California,3999759,0.0546,468.7,8484,"Los Angeles, California",NA,CA,67,55,51,35,1,0.44,0.45,146,3297,48,50,52,55,58,61,65,65,64,60,54,48,3.5,2.9,1.5,0.7,0.5,0,0,0,0.3,0.7,0.8,2.8,74,Los Angeles,California,16
Chicago,Illinois,2716450,0.0077,227.3,11900,"Chicago, Illinois",NA,IL,78,72,65,33.9,0.9,0.41,0.45,113,4363,20,21,33,42,52,63,68,67,60,48,36,25,1.9,1.6,2.4,3.6,4.3,4.6,3.5,5.1,2.8,3.9,2.2,2.2,60,Chicago,Illinois,14
Houston,Texas,2312717,0.1012,637.5,3613,"Houston, Texas",NA,TX,49,48,37,32.7,1,0.48,0.49,91,5224,47,49,56,62,70,75,76,77,73,64,55,47,3.7,2.9,3.6,5.6,4,6,9.1,5.1,6.1,10,3.7,4,52,Houston,Texas,11
Phoenix,Arizona,1626078,0.1248,517.6,3120,"Phoenix, Arizona",NA,AZ,41,52,36,33.3,1,0.46,0.5,95,4432,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,Phoenix,Arizona,8
Philadelphia,Pennsylvania,1580863,0.0359,134.2,11683,"Philadelphia, Pennsylvania",NA,PA,79,66,67,33.9,0.9,0.38,0.42,104,4011,26,26,33,44,54,64,70,68,61,50,39,31,3.3,2.6,3.6,4,3.9,4.8,5,5.8,4.3,4.7,2.8,4.7,57,Philadelphia,Pennsylvania,9
San Antonio,Texas,1511946,0.139,461,3238,"San Antonio, New Mexico",NA,TX,38,42,36,33.1,1,0.49,0.47,86,5552,42,47,54,60,67,73,75,75,71,62,53,45,2.4,1.2,2.5,2.4,4.4,1.8,2.3,2.9,3.2,2.4,1.5,1.8,45,NA,NA,NA
San Diego,California,1419516,0.0858,325.2,4325,"San Diego, California",NA,CA,51,39,37,34.2,1,0.48,0.45,146,2210,49,51,54,56,60,62,66,67,66,61,55,49,1.7,1.8,1,0.6,0.4,0,0.2,0,0.2,0.5,0.9,2.2,61,San Diego,California,13
Dallas,Texas,1341075,0.1196,340.9,3866,"Dallas, Texas",NA,TX,46,46,40,32.5,1,0.46,0.49,95,3960,39,42,50,57,67,75,77,78,70,58,50,39,3.4,2.1,6.1,2.8,4.2,4.1,2.4,2.6,5,5,2.7,2.3,54,Dallas,Texas,12
San Jose,California,1035317,0.0945,177.5,5777,"San Jose, California",NA,CA,51,59,41,36.1,1,0.56,0.48,177,2844,41,44,46,48,52,56,58,58,57,53,46,41,2.5,2.5,2.1,1.3,0.3,0.2,0,0,0.1,0.6,1.3,2.4,48,San Jose,California,2
Austin,Texas,950715,0.2028,312.7,3031,"Austin, Texas",NA,TX,40,51,34,32.4,1,0.44,0.49,107,3604,42,46,53,60,66,73,75,76,71,61,52,44,3,1.5,4,2.9,5.9,3.4,3,2.2,4.5,3.9,2.4,2.5,41,Austin,Texas,10
Jacksonville,Florida,892062,0.0855,747.4,1178,"Jacksonville, Florida",NA,FL,27,40,22,35.7,0.9,0.5,0.42,93,4158,47,49,55,63,69,75,77,77,75,66,56,52,3.1,2.9,2.8,2.6,4.8,8.1,6.4,6.7,4.7,3.4,1.8,2.9,38,Jacksonville,Florida,5
San Francisco,California,884363,0.0983,46.9,18569,"San Francisco, California",NA,CA,86,71,80,38.4,1,0.45,0.35,202,6883,44,46,47,49,51,54,56,56,56,54,49,44,3.2,3.4,2.7,1.7,0.3,0.2,0,0,0.1,1,1.7,4.4,43,San Francisco,California,9
Columbus,Ohio,879170,0.1171,218.5,3936,"Columbus, Ohio",NA,OH,41,47,31,32.1,1,0.42,0.48,89,4458,22,22,32,42,52,61,65,64,57,45,34,27,3.2,2.6,4.4,3.8,3.6,4.8,4.8,3.7,3.6,3.9,2.7,3.9,43,Columbus,Ohio,7
Fort Worth,Texas,874168,0.1794,342.9,2491,"Fort Worth, Texas",NA,TX,34,36,20,32,1,0.52,0.54,96,3776,36,40,49,55,64,73,75,75,68,56,48,36,2.4,2,4.7,3.5,3.9,5.1,3.3,2.1,3.5,2.9,2.9,1.6,54,NA,NA,NA
Indianapolis,Indiana,863002,0.0519,361.5,2366,"Indianapolis, Indiana",NA,IN,30,42,23,34,0.9,0.45,0.47,89,5746,20,21,32,42,52,62,65,65,57,45,33,25,3.5,2.6,4,5.3,4.8,5.7,4.9,3.3,3.4,3.2,3.3,4.1,59,Indianapolis,Indiana,3
Charlotte,North Carolina,859035,0.1745,305.4,2757,"Charlotte, North Carolina",NA,NC,26,30,27,33.8,0.9,0.48,0.5,99,4479,30,32,39,47,56,65,68,68,62,48,37,34,3.5,2.9,4.2,3.9,3.8,4.2,3.6,4.2,3.8,3,3.5,4.7,42,Charlotte,North Carolina,5
Seattle,Washington,724745,0.1907,83.8,8405,"Seattle, Washington",NA,WA,73,70,60,35.8,1,0.45,0.41,159,5891,36,37,40,43,49,54,58,58,54,47,40,36,5.1,3.8,4.9,3.1,2.2,1.5,0.4,0.6,1.6,3.9,6.6,6.1,49,Seattle,Washington,13
Denver,Colorado,704621,0.1741,153.3,4521,"Denver, Colorado",NA,CO,61,71,48,34.2,1,0.44,0.48,115,4343,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,Denver,Colorado,16
Washington,District of Columbia,693972,0.1533,61.1,11148,"Washington, District Of Columbia",NA,DC,0,0,0,33.8,0.9,0.34,0.43,152,5105,28,29,37,47,56,67,72,70,63,52,40,33,2.7,2.3,3.2,3.4,4.6,5.3,4.2,3.2,3.5,5,2.5,3.8,49,NA,NA,NA
Boston,Massachusetts,685094,0.1093,48.3,13938,"Boston, Massachusetts",NA,MA,81,69,73,31.7,0.9,0.34,0.43,148,2758,23,22,29,40,50,59,66,64,58,48,37,28,3.2,3.2,3.8,3.7,3.8,4.7,4.1,3.5,3,5,3.3,4.6,47,Boston,Massachusetts,7
El Paso,Texas,683577,0.0531,256.8,2660,"El Paso, Texas",NA,TX,41,39,31,32.6,1,0.54,0.47,85,2198,32,37,44,51,59,70,72,70,64,53,41,33,0.5,0.4,0.1,0.1,0.5,0.5,2.2,2.4,2.4,0.6,0.2,0.5,51,El Paso,Texas,4
Detroit,Michigan,673104,-0.057,138.8,4847,"Detroit, Michigan",NA,MI,55,52,38,34.8,0.9,0.32,0.45,80,6597,20,20,29,39,50,61,65,64,57,46,34,26,1.7,1.6,2.3,3,3.7,3.2,3.8,4.4,3.5,1.9,2.3,2.1,52,Detroit,Michigan,6
Nashville,Tennessee,667560,0.1103,475.9,1388,"Nashville, Tennessee",NA,TN,0,0,0,34,0.9,0.46,0.45,98,4956,29,31,39,49,56,66,69,69,61,49,38,33,4.2,3.4,4.1,5.6,5.1,3.9,5,4.5,4,4,3.8,5.1,45,Nashville,Tennessee,4
Memphis,Tennessee,652236,0.0083,317.4,2056,"Memphis, Tennessee",NA,TN,37,38,0,33.5,0.9,0.4,0.45,82,8301,32,35,44,52,61,71,73,73,66,53,42,35,4.5,3.7,5.4,5.9,5.8,3.6,4.6,3.9,3.4,3.7,4.2,5.6,44,Memphis,Tennessee,1
Portland,Oregon,647805,0.1097,133.5,4793,"Portland, Oregon",NA,OR,65,81,51,36.8,1,0.46,0.45,123,6193,34,36,39,42,48,53,57,58,53,47,40,34,4.9,3.4,4.8,3,2.8,1.7,0.5,0.5,1.8,3.7,6.2,6.2,38,Portland,Oregon,12
Oklahoma City,Oklahoma,643648,0.1097,606.3,1053,"Oklahoma City, Oklahoma",NA,OK,33,40,16,34,1,0.53,0.47,86,4540,27,31,40,48,57,67,71,70,62,50,39,28,1.3,1.7,2.6,4.3,5.9,5.2,4.4,3.9,3.7,3.3,1.3,1.6,47,Oklahoma City,Oklahoma,2
Las Vegas,Nevada,641676,0.0992,134.4,4709,"Las Vegas, Nevada",NA,NV,41,44,34,37.4,1,0.48,0.45,100,3562,38,43,49,55,64,71,79,77,68,57,48,37,6.1,3.9,1,0.6,0.2,0.5,1.7,2.7,3.4,8.6,1.8,2.9,54,Las Vegas,Nevada,6
Louisville,Kentucky,621349,0.0402,263.5,2339,"Louisville, Kentucky",NA,KY,0,0,0,37.3,0.9,0.5,0.43,91,4769,27,29,39,48,57,66,69,68,61,48,38,31,3.7,2.9,4.5,6.3,5.7,5.3,5.6,3.7,4.6,4.4,3.5,4.8,55,Louisville,Kentucky,6
Baltimore,Maryland,611648,-0.015,80.9,7598,"Baltimore, Maryland",NA,MD,69,52,57,34.7,0.9,0.36,0.41,100,6955,32,32,40,51,60,70,75,73,67,55,45,37,2.7,2.7,3.4,3.8,3.9,4.5,5,4.6,4.4,4.6,2.4,4.1,46,Baltimore,Maryland,9
Milwaukee,Wisconsin,595351,9e-4,96.2,6186,"Milwaukee, Wisconsin",NA,WI,62,54,49,31,0.9,0.36,0.52,89,5389,16,17,27,37,46,57,63,63,55,44,32,21,1.7,1.7,2.5,4.3,3.5,5,3.7,3.2,2.9,3.2,2.4,2.6,45,Milwaukee,Wisconsin,2
Albuquerque,New Mexico,558545,0.0233,188.2,2972,"Albuquerque, New Mexico",NA,NM,43,60,30,36,1,0.48,0.46,95,8735,25,29,35,42,50,62,66,64,58,46,34,26,0.4,0.4,0.3,0.5,0.5,0.5,1.9,1.5,1.5,0.9,0.3,0.8,51,Albuquerque,New Mexico,6
Tucson,Arizona,535677,0.0299,230.8,2299,"Tucson, Arizona",NA,AZ,42,64,34,33.2,1,0.42,0.45,92,6053,41,45,47,53,63,71,77,74,71,59,51,40,4.8,1.1,2.2,2.8,1.1,0,8.8,8.1,4.1,1.8,0,1.5,46,Tucson,Arizona,5
Fresno,California,527438,0.0663,114.4,4563,"Fresno, California",NA,CA,46,57,31,30.2,1,0.46,0.53,105,4406,38,42,46,49,56,62,69,67,62,54,45,38,2,1.7,1.6,1.4,0.3,0.2,0,0,0.1,0.4,0.9,2,80,Fresno,California,2
Sacramento,California,501901,0.0759,97.9,5059,"Sacramento, California",NA,CA,47,66,34,34.2,1,0.47,0.48,116,3612,38,41,44,47,52,57,59,58,56,50,43,38,3.3,3.1,2.9,1.8,0.5,0.3,0,0,0.1,1.2,1.6,3.8,55,Sacramento,California,7
Mesa,Arizona,496401,0.1306,137.9,3514,"Mesa, Arizona",NA,AZ,37,57,27,36.1,1,0.54,0.43,94,2588,45,48,54,60,68,79,84,83,77,65,54,45,0.8,0.7,0.5,0.2,0.2,0,0.9,1.4,0.8,0.2,0.4,0.9,74,Mesa,Arizona,2
Kansas City,Missouri,488943,0.0634,315,1528,"Kansas City, Missouri",NA,MO,34,32,29,35.3,0.9,0.46,0.45,90,6268,23,26,38,48,57,68,72,70,62,49,38,27,0.7,1.3,2.2,3.9,5,5.6,4.7,5.1,4.3,3.5,1.5,1.2,58,Kansas City,Missouri,8
Atlanta,Georgia,486290,0.1578,133.5,3539,"Atlanta, Georgia",NA,GA,49,41,46,33.5,1,0.34,0.43,105,5712,36,35,43,47,55,66,70,72,65,54,40,35,6.4,5.5,8.9,5.5,7.3,6.1,12.8,6.1,1.4,3.9,5.3,4.9,52,Atlanta,Georgia,11
Long Beach,California,469450,0.0156,50.3,9347,"Long Beach, California",NA,CA,70,61,51,34.2,1,0.44,0.49,140,3330,46,48,51,53,57,61,65,65,63,59,52,46,2.6,2.5,1,0.6,0.3,0,0.2,0,0.3,0.5,0.7,2.7,74,NA,NA,NA
Omaha,Nebraska,466893,0.1417,133.2,3356,"Omaha, Nebraska",NA,NE,45,40,0,34.2,1,0.51,0.48,89,4527,14,16,29,40,50,62,66,64,55,42,29,17,0.6,0.9,1.5,3.8,5.2,4.9,3.1,6.1,3.7,3,1,1.7,48,Omaha,Nebraska,3
Raleigh,North Carolina,464758,0.1507,145.1,3163,"Raleigh, North Carolina",NA,NC,30,37,29,32.9,0.9,0.46,0.51,105,2909,31,31,39,48,56,65,69,69,62,49,38,34,2.7,2.6,4.3,4.1,4.1,4.8,5.2,4.9,5.5,3.4,3.8,4.1,43,Raleigh,North Carolina,4
Colorado Springs,Colorado,464474,0.1154,195.6,2378,"Colorado Springs, Colorado",NA,CO,36,42,19,34.5,1,0.56,0.47,100,3741,23,25,31,34,42,57,60,57,54,42,31,22,1.5,1.5,2.8,5.2,7.4,4.1,5.3,5.2,3.3,4.1,2,1.2,44,NA,NA,NA
Miami,Florida,463347,0.1599,36,12599,"Miami, Florida",NA,FL,79,63,57,39.7,1,0.41,0.39,109,4735,60,61,64,69,73,76,77,77,76,73,67,64,1.8,2.3,2.6,3.9,6.2,10.8,9,10,10.1,7,2.9,2.7,41,Miami,Florida,1
Virginia Beach,Virginia,450435,0.0284,244.7,1850,"Virginia Beach, Virginia",NA,VA,33,41,20,35.4,1,0.56,0.46,118,2072,33,33,40,49,58,67,72,71,65,54,43,37,3.4,3.4,3.8,4.2,4.3,5.7,5.7,4.7,5.3,6,4.1,4.2,39,NA,NA,NA
Oakland,California,425195,0.0882,55.9,7514,"Oakland, California",NA,CA,72,65,56,36.2,1,0.44,0.46,154,7282,41,45,47,49,52,54,56,57,55,52,47,42,2.8,3.1,2.9,1.8,0.4,0.3,0,0,0.1,1,1.9,4.1,43,Oakland,California,1
Minneapolis,Minnesota,422331,0.1039,54,7660,"Minneapolis, Minnesota",NA,MN,69,82,58,31.9,1,0.38,0.49,106,5743,8,10,24,37,49,60,65,62,54,41,27,13,0.8,1,1.5,3.5,3.9,4.8,3.7,5.3,2.9,3.1,1.3,1.6,44,Minneapolis,Minnesota,6
Tulsa,Oklahoma,401800,0.0252,196.8,2048,"Tulsa, Oklahoma",NA,OK,40,44,23,34.9,1,0.5,0.47,93,6496,27,30,41,49,58,69,72,71,62,50,39,29,1.5,1.8,3.1,5.1,6.1,4.8,4.1,4.1,4.1,3.5,2.5,2.5,48,Tulsa,Oklahoma,4
Arlington,Texas,396394,0.0847,95.8,4100,"Arlington, Texas",NA,TX,37,37,0,32.8,1,0.51,0.49,96,3715,39,43,51,58,65,74,76,77,70,59,50,41,11,3.5,1.7,2.9,7.5,16.6,10.9,0.9,10.9,23.8,4.1,11,54,NA,NA,NA
New Orleans,Louisiana,393292,0.1439,169.4,2311,"New Orleans, Louisiana",NA,LA,58,64,44,35.5,0.9,0.38,0.42,99,5365,47,50,57,64,71,77,79,79,76,67,57,51,5.2,5.6,5.4,7.6,5.1,6.2,6.7,8.7,5.8,3.6,2.1,6.2,45,New Orleans,Louisiana,9
Wichita,Kansas,390591,0.0215,160.4,2431,"Wichita, Kansas",NA,KS,35,43,20,34.4,1,0.53,0.47,91,6558,21,24,36,45,54,66,70,68,59,46,34,23,0.6,1.4,2.4,3.6,6,5.9,4.8,5.8,3.8,2.5,1.3,1.3,39,NA,NA,NA
Cleveland,Ohio,385525,-0.0285,77.7,4965,"Cleveland, Ohio",NA,OH,60,50,47,35.8,0.9,0.34,0.47,88,6473,27,23,32,42,53,67,68,69,62,53,37,27,4.5,2,3,5,2.2,2.8,7.6,14,5.5,5.3,3.6,3.1,55,Cleveland,Ohio,12
Tampa,Florida,385430,0.1481,113.4,3326,"Tampa, Florida",NA,FL,50,55,32,35.1,0.9,0.43,0.45,100,2208,51,52,57,64,69,74,76,76,75,68,59,56,2.6,2.8,2.9,2.9,3.3,8.5,8.5,9.7,6.3,2.3,1.6,1.4,43,Tampa,Florida,4
Bakersfield,California,380874,0.0961,148.8,2529,"Bakersfield, California",NA,CA,37,41,27,30.4,1,0.53,0.54,112,4548,39,42,46,49,57,64,71,70,64,54,45,38,1.1,1,0.7,0.7,0.3,0,0,0,0.1,0.2,0.5,1.3,79,NA,NA,NA
Aurora,Colorado,366623,0.1278,153.5,2356,"Denver, Colorado",NA,CO,43,53,39,34.1,1,0.51,0.51,106,3612,21,22,30,35,44,54,60,59,51,39,29,19,1.8,2,2.1,4,5.2,4.6,5.7,4.5,5.7,4.1,2.2,2.9,54,Denver,Colorado,16
Anaheim,California,352497,0.0483,50,7021,"Anaheim, California",NA,CA,54,49,37,33.7,1,0.52,0.49,144,2985,46,48,51,54,58,62,66,66,65,59,52,45,2.3,1.7,1,0.5,0.3,0,0.1,0,0.2,0.4,0.6,2.5,85,Anaheim,California,2
